ScenarioID;Scenario;ThreatID;ThreatName;ThreatDescription;VulnID;VulnerabilityName;VulnDescription
S157;Self-inspections are carried out annually by the Headquarters Security Officer assisted by the CIS Security Officer and the COMSEC Security Officer, in order to check the maintenance and observance of the security regulations and procedures in force.;nan;nan;nan;V7;Insecure network segmentation;The network is not properly segmented or isolated, allowing unauthorized access between different parts of the network
S157;Self-inspections are carried out annually by the Headquarters Security Officer assisted by the CIS Security Officer and the COMSEC Security Officer, in order to check the maintenance and observance of the security regulations and procedures in force.;nan;nan;nan;V8;Lack of security awareness training;Employees are not adequately trained in security best practices and procedures
S157;Self-inspections are carried out annually by the Headquarters Security Officer assisted by the CIS Security Officer and the COMSEC Security Officer, in order to check the maintenance and observance of the security regulations and procedures in force.;nan;nan;nan;V9;Insufficient monitoring and logging;There is no adequate monitoring or logging of system activities, making it difficult to detect unauthorized access or malicious activities
S157;Self-inspections are carried out annually by the Headquarters Security Officer assisted by the CIS Security Officer and the COMSEC Security Officer, in order to check the maintenance and observance of the security regulations and procedures in force.;nan;nan;nan;V10;Inadequate data encryption;Data at rest and in transit are not adequately encrypted, leaving them vulnerable to interception or theft
S157;Self-inspections are carried out annually by the Headquarters Security Officer assisted by the CIS Security Officer and the COMSEC Security Officer, in order to check the maintenance and observance of the security regulations and procedures in force.;nan;nan;nan;V11;Weak password policies;Password requirements are weak, making it easy for unauthorized users to gain access
S157;Self-inspections are carried out annually by the Headquarters Security Officer assisted by the CIS Security Officer and the COMSEC Security Officer, in order to check the maintenance and observance of the security regulations and procedures in force.;nan;nan;nan;V12;Inadequate security audits and reviews;Regular security audits and reviews are not conducted to identify and mitigate risks
S157;Self-inspections are carried out annually by the Headquarters Security Officer assisted by the CIS Security Officer and the COMSEC Security Officer, in order to check the maintenance and observance of the security regulations and procedures in force.;nan;nan;nan;V13;Insufficient physical safeguards for equipment;Computers, servers, and other electronic devices are not adequately protected against environmental threats (e.g., dust, heat)
S157;Self-inspections are carried out annually by the Headquarters Security Officer assisted by the CIS Security Officer and the COMSEC Security Officer, in order to check the maintenance and observance of the security regulations and procedures in force.;nan;nan;nan;V14;Lack of secure disposal practices;Confidential documents or storage media are not securely disposed of, posing a risk to sensitive information
S157;Self-inspections are carried out annually by the Headquarters Security Officer assisted by the CIS Security Officer and the COMSEC Security Officer, in order to check the maintenance and observance of the security regulations and procedures in force.;nan;nan;nan;V15;Inadequate intrusion detection and prevention systems;There is no adequate IDS/IPS in place to detect and prevent unauthorized access attempts
S157;Self-inspections are carried out annually by the Headquarters Security Officer assisted by the CIS Security Officer and the COMSEC Security Officer, in order to check the maintenance and observance of the security regulations and procedures in force.;nan;nan;nan;V16;Lack of secure software development practices;Software is developed without adhering to security best practices, leading to vulnerabilities
S157;Self-inspections are carried out annually by the Headquarters Security Officer assisted by the CIS Security Officer and the COMSEC Security Officer, in order to check the maintenance and observance of the security regulations and procedures in force.;nan;nan;nan;V17;Inadequate security incident response plan;There is no clear and effective plan in place to respond to security incidents or breaches
S157;Self-inspections are carried out annually by the Headquarters Security Officer assisted by the CIS Security Officer and the COMSEC Security Officer, in order to check the maintenance and observance of the security regulations and procedures in force.;nan;nan;nan;V18;Insufficient hardware security measures;Hardware components are not adequately secured against tampering or unauthorized use
S157;Self-inspections are carried out annually by the Headquarters Security Officer assisted by the CIS Security Officer and the COMSEC Security Officer, in order to check the maintenance and observance of the security regulations and procedures in force.;nan;nan;nan;V19;Lack of secure data storage practices;Data is stored in a manner that makes it vulnerable to breaches, e.g., unsecured network shares
S157;Self-inspections are carried out annually by the Headquarters Security Officer assisted by the CIS Security Officer and the COMSEC Security Officer, in order to check the maintenance and observance of the security regulations and procedures in force.;nan;nan;nan;V20;Inadequate security policy and procedures;There are no clear and comprehensive policies and procedures in place for managing security risks
S158;Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.;T27;Violation of login procedures;Using software applications designed specifically, or through repeated attempts, to allow an unauthorized individual to gain access to the system;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S159;Users do not have access to configuration/administration procedures and management tools;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S159;Users do not have access to configuration/administration procedures and management tools;nan;nan;nan;V2;User access rights are too broad;Users have greater rights than necessary for their duties, possibly compromising the system
S159;Users do not have access to configuration/administration procedures and management tools;nan;nan;nan;V3;Confidentiality agreements not enforced;Employees and contractors do not sign or adhere to confidentiality agreements
S159;Users do not have access to configuration/administration procedures and management tools;nan;nan;nan;V4;Lack of secure physical entry controls;Physical access control measures are lacking, allowing unauthorized personnel to enter the CED area
S159;Users do not have access to configuration/administration procedures and management tools;nan;nan;nan;V5;Outdated or missing security policies and procedures;Policies and procedures for system administration and management are not up-to-date or not enforced, leading to vulnerabilities
S159;Users do not have access to configuration/administration procedures and management tools;nan;nan;nan;V6;Inadequate monitoring of user activities;There is no systematic monitoring or logging of user activities that could compromise the system security
S159;Users do not have access to configuration/administration procedures and management tools;nan;nan;nan;V7;Failure to regularly update and patch systems;Systems are not updated with latest patches, leaving them vulnerable to known exploits
S159;Users do not have access to configuration/administration procedures and management tools;nan;nan;nan;V8;Lack of security training for users;Employees and contractors are not adequately trained in security best practices and procedures
S159;Users do not have access to configuration/administration procedures and management tools;nan;nan;nan;V9;Inadequate separation of duties;Users have too many overlapping responsibilities, increasing the risk of unauthorized access or actions
S159;Users do not have access to configuration/administration procedures and management tools;nan;nan;nan;V10;Lack of secure data storage practices;Data is not stored in a secure manner, leaving it vulnerable to theft or compromise
S160;Users have access to configuration/administration procedures and management tools;T27;Violation of login procedures;Using software applications designed specifically, or through repeated attempts, to allow an unauthorized individual to gain access to the system;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S160;Users have access to configuration/administration procedures and management tools;T27;Violation of login procedures;Using software applications designed specifically, or through repeated attempts, to allow an unauthorized individual to gain access to the system;V29;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S161;"The data relating to ""user authentication"" are protected in accordance with current security regulations";nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S161;"The data relating to ""user authentication"" are protected in accordance with current security regulations";nan;nan;nan;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S162;The data relating to ?user authentication? are available to anyone who requests them.;T7;Logic bombs;Portions of code inserted into the system that, triggered by specific events, perform destructive actions;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S163;The CIS System services are managed based on user access rights, identification and assignment of access rights are managed by the System Administrator;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S163;The CIS System services are managed based on user access rights, identification and assignment of access rights are managed by the System Administrator;nan;nan;nan;V29;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S164;The CIS System services are managed based on user access rights, identification and assignment of access rights are managed directly by the system users.;T21;Masking;Subject who provides a false identity (fis.log.) to the system in order to gain access;V36;No control over system clock;It is not possible to prevent access to the system clock through the use of unauthorized procedures.
S165;The analysis of audit data will be possible only by the CIS Security Officer and his security staff.;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S166;Audit data analysis is available to all users;T27;Violation of login procedures;Using software applications designed specifically, or through repeated attempts, to allow an unauthorized individual to gain access to the system;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S166;Audit data analysis is available to all users;T27;Violation of login procedures;Using software applications designed specifically, or through repeated attempts, to allow an unauthorized individual to gain access to the system;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S167;"The access and exit of employees and visitors to the CIS System are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to the system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is retained for a period of not less than two years";T27;Violation of login procedures;Using software applications designed specifically, or through repeated attempts, to allow an unauthorized individual to gain access to the system;V32;Inadequate access control to the CED area;The control of staff and visitors is not rigorous
S167;"The access and exit of employees and visitors to the CIS System are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to the system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is retained for a period of not less than two years";T27;Violation of login procedures;Using software applications designed specifically, or through repeated attempts, to allow an unauthorized individual to gain access to the system;V33;Lack of access control to the CED area;There is no targeted control (personal, electronic, physical)
S168;"The access and exit of employees and visitors to the CIS System are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is overwritten monthly and is not retained";T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V34;System not protected from lightning;There are no lightning rods in the infrastructure
S169;"At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, it is also verified that the hardware and software configuration of the CIS System corresponds to that approved and that there are no events, deducible from the system logs, that could indicate the emergence of any problems or risks to security. In general: - The CIS Security Officer at the headquarters carries out a periodic check on the accounting records, in particular those relating to unauthorised attempts to gain access to the CIS System or its resources; - The CIS Security Officer at the headquarters carries out periodic checks both to verify the integrity of the mass storage media and the correct configuration and connection of the devices and equipment of the CIS System; - The System Administrator periodically carries out checks on the System HW to verify the integrity of the components. The auditing services, in particular: - allow the analysis of the online records relating to the previous month; - allow the analysis of the records provided by accounting relating to the previous two years. The data to be displayed when a previously defined alarm occurs or during audit analysis are: - User identification/authentication; - Identity of the workstation from which access is made; - Date and time of the event; - Type of event and its outcome";T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V35;System not protected from power failures;The system is not equipped with a UPS (Uninterruptible Power Supply) or similar device, which could lead to data loss or corruption in case of unexpected power interruptions
S170;At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S170;At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation;nan;nan;nan;V32;Inadequate access control to the CED area;The control of staff and visitors is not rigorous
S170;At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation;nan;nan;nan;V33;Lack of access control to the CED area;There is no targeted control (personal, electronic, physical)
S171;At least once every six months the consistency of the users registered in the CIS System is verified;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S172;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations.;nan;nan;nan;V24;Inadequate protection of storage media during maintenance work;Storage media (e.g., hard drives, tapes) not adequately protected from unauthorized access or disclosure when undergoing maintenance work on the CIS System workstations.
S173;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations with at-rest encryption based on certified algorithms.;nan;nan;nan;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S174;The storage media do not have any special protections that prevent the disclosure of information during maintenance work on the CIS System workstations.;T25;Sabotage;Interruption/modification of the operation of hardware/software devices which may lead to loss of confidentiality/integrity/availability of data;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S174;The storage media do not have any special protections that prevent the disclosure of information during maintenance work on the CIS System workstations.;T25;Sabotage;Interruption/modification of the operation of hardware/software devices which may lead to loss of confidentiality/integrity/availability of data;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S175;The System Administrator is informed of any malfunction of all the HW components of the System (PC, server, switch, etc.);T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V30;Electromagnetic emanations;Equipment not adequately protected from compromising electromagnetic emissions.
S175;The System Administrator is informed of any malfunction of all the HW components of the System (PC, server, switch, etc.);T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V29;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S176;In case of any malfunction of all the HW components of the System (PC, server, switch, etc.) users contact the company in charge of maintenance directly without informing anyone else.;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S177;The IT system is in primary PC/secondary PC architecture and is composed of two ?All in One? type computers, completed by a connection switch between the two stations and between these and a multifunction printer. All the devices are TEMPEST Class B certified;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V10;Inadequate power backup;The system does not have an adequate UPS (Uninterruptible Power Supply) to protect against power failures
S178;The IT system is in primary PC/secondary PC architecture and is composed of two ?All in One? type computers, completed by a connection switch between the two stations and between these and a multifunction printer. Both the PC and the printer are TEMPEST Class B devices;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V17;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S179;Software updates concern only the antivirus, and are done online.;nan;nan;nan;V36;No control over system clock;It is not possible to prevent access to the system clock through the use of unauthorized procedures.
S180;Software updates concern only the antivirus, and are performed offline.;nan;nan;nan;V12;Updates of systems not performed regularly;Lack of timely updates to the software, leading to vulnerabilities that can be exploited
S181;Software updates concern both the operating system and the applications (for both only for critical and security components and not for new features) and the antivirus, and are carried out in offline mode.;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V30;Electromagnetic emanations;Equipment not adequately protected from compromising electromagnetic emissions.
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V2;Lack of a secure boot process;The boot process is not secured and verified by the system, allowing the possibility that unauthorized parties can modify or infect the boot sectors
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V3;Use of weak encryption protocols;Weak or outdated encryption algorithms are used in communication and data storage, making it easier for attackers to intercept or decrypt sensitive information
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V4;Lack of secure configuration of the system;The system is not properly configured according to security best practices, leaving vulnerabilities that can be exploited by attackers
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V5;Inadequate logging and monitoring;There are no adequate mechanisms for logging system activities and monitoring the integrity of the system, making it difficult to detect and respond to security incidents
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V6;Lack of patch management;The system is not regularly updated with the latest patches and updates, leaving it vulnerable to known exploits
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V7;Inadequate access control;Access controls are insufficient or misconfigured, allowing unauthorized users to gain access to sensitive information or system resources
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V8;Use of unsecured third-party software and libraries;Third-party software and libraries used in the system are not secure, potentially introducing vulnerabilities that can be exploited by attackers
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V9;Lack of data backup and recovery mechanisms;There is no effective mechanism for backing up and recovering data in the event of a security breach or system failure
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V10;Inadequate security policies and procedures;Security policies and procedures are not established, reviewed, and enforced to ensure the ongoing security of the system
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V11;Lack of physical security measures;Physical security measures are inadequate or non-existent, allowing unauthorized access to sensitive information and equipment
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V12;Inadequate security awareness training;Employees are not adequately trained in security best practices, making them more vulnerable to social engineering attacks and other security threats
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V13;Lack of secure network segmentation;Networks are not properly segmented into secure zones, allowing attackers to potentially move laterally within the system
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V14;Inadequate security testing and validation;The system is not regularly tested for vulnerabilities and validated against security standards, leaving it open to known exploits
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V15;Lack of secure software development practices;Software development practices are not secure, leading to the introduction of vulnerabilities during the software lifecycle
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V16;Inadequate security incident response plan;There is no effective plan in place for responding to security incidents, making it difficult to mitigate damage and recover from breaches
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V17;Lack of secure cloud service management;Cloud services are not managed securely, potentially exposing sensitive data and system resources to unauthorized access or tampering
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V18;Inadequate security monitoring and threat intelligence;There is no effective mechanism for monitoring the security posture of the system and staying informed about emerging threats
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V19;Lack of secure remote access mechanisms;Remote access to the system is not secured, allowing unauthorized users to gain access via insecure protocols or methods
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;nan;nan;nan;V20;Inadequate security for IoT devices;IoT devices are not properly secured, potentially introducing vulnerabilities that can be exploited by attackers to gain access to the system
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V2;Communication channels susceptible to eavesdropping and tampering;Channels not secured using appropriate encryption or other security measures (e.g. physical access control, authentication mechanisms) that prevent unauthorized interception and modification of data
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V3;Communication channel integrity compromised;Channels not protected from tampering or corruption of transmitted data, making it possible for an attacker to modify the information in transit
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V4;Communication channel susceptible to replay attacks;Channels that do not have mechanisms in place to prevent or detect replay attacks, allowing attackers to intercept and retransmit data
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V5;Communication channel susceptible to man-in-the-middle (MitM) attacks;Channels not secured with proper authentication or encryption mechanisms, making it possible for an attacker to intercept and alter communication between parties
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V6;Communication channel susceptible to sniffing;Channels without adequate security measures (e.g. encryption) that allow unauthorized entities to capture and analyze transmitted data
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V7;Insufficient authentication mechanisms for communication channels;Channels lacking strong, robust authentication methods, increasing the risk of unauthorized access and malicious activity
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V8;Insufficient encryption or data protection techniques;Data not protected using adequate encryption or other security measures that protect against interception, modification, or loss of confidentiality
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V9;Communication channels with weak protocols;Channels using outdated or vulnerable protocols that can be exploited by attackers to compromise security and integrity
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V10;Insufficient access control for communication channels;Channels not properly controlled, allowing unauthorized entities to send or receive data without proper authorization
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V11;Communication channel susceptible to protocol hijacking;Channels that do not have robust mechanisms in place to prevent attackers from taking control of the communication session and hijacking it for malicious purposes
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V12;Insufficient error detection mechanisms;Channels lacking effective error detection techniques, making it difficult to identify and respond to tampered or corrupted data
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V13;Communication channel susceptible to timing attacks;Channels that do not have sufficient measures in place to protect against timing attacks, which can exploit the time it takes for a system to respond
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V14;Insufficient protection from denial of service (DoS) and distributed denial of service (DDoS) attacks;Channels not protected against DoS or DDoS attacks, which can overwhelm the system and render it unusable
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V15;Insufficient protection from man-in-the-back (MitB) attacks;Channels not protected against MitB attacks, which involve an attacker intercepting and manipulating data at the source or destination
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V16;Insufficient protection from traffic analysis;Channels that do not have mechanisms in place to protect against traffic analysis, which can reveal sensitive information based on the patterns and volume of communication
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V17;Insufficient protection from protocol anomalies;Channels not protected against unexpected or abnormal behavior in protocols that could lead to security vulnerabilities
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V18;Insufficient protection from hardware and software vulnerabilities;Communication channels using vulnerable hardware or software components, which can be exploited by attackers
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V19;Insufficient protection from environmental threats;Channels not protected against physical or environmental threats that could compromise security, such as interference or eavesdropping in close proximity
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;nan;nan;nan;V20;Insufficient protection from social engineering attacks;Channels not protected against social engineering tactics, which can manipulate individuals into divulging sensitive information or performing actions that compromise security
S184;All vehicles and people, entering and leaving the premises, are subject to checks by security personnel. Furthermore, security personnel have the legal authority to subject all people and vehicles circulating within the premises to checks.;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S184;All vehicles and people, entering and leaving the premises, are subject to checks by security personnel. Furthermore, security personnel have the legal authority to subject all people and vehicles circulating within the premises to checks.;nan;nan;nan;V32;Inadequate access control to the CED area;The control of staff and visitors is not rigorous
S185;There is freedom of access and exit from the premises by vehicles and people. Furthermore, people can oppose any requests for control both for themselves and for the vehicle used to access the premises;T26;Unnoticed data theft;Collection of information, even in small quantities, in a way that goes unnoticed;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S186;Since the maximum classification level of the information processed is CONFIDENTIAL, pursuant to the PCM-ANS Directive 5/2006 of 3 February 2006, containing Provisions on the Security of Systems for the Automatic Processing of Classified Data, in particular with regard to Annex C (?Documentation for small and medium-sized systems in local networks?) and Annex E (?Documentation for software development systems installed in reserved EAD areas?), and having regard to the Prime Ministerial Decree of 6 November 2015 no. 5, integrated with the amendments of the Prime Ministerial Decree of 2 October 2017 no. 3, which contains the ?Provisions for the administrative protection of State secrets and classified information?, it is not necessary to adopt TEMPEST protection measures for the equipment and communication networks used in the CIS system in question.;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V34;System not protected from lightning;There are no lightning rods in the infrastructure
