Scenario ID;User;Assistant - Extended;Assistant - Short;Assistant - Details;Assistant - Risk ID;Assistant - Risk description;Assistant - Vulnerability ID;Assistant - Vulnerability description;Assistant - Risk occurrence type
S168;"The access and exit of employees and visitors to the CIS System are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is overwritten monthly and is not retained";The described scenario presents at least one security threat.;Yes;Log data should never be overwritten and should be retained for at least 5 years;M27;Violation of login procedures;V8;Inadequate logical access control;Real
S168;"The access and exit of employees and visitors to the CIS System are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is overwritten monthly and is not retained";The described scenario presents at least one security threat.;Yes;Log data should never be overwritten and should be retained for at least 5 years;M27;Violation of login procedures;V23;Unauthorized software applications;Real
S168;"The access and exit of employees and visitors to the CIS System are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is overwritten monthly and is not retained";The described scenario presents at least one security threat.;Yes;Log data should never be overwritten and should be retained for at least 5 years;M28;Network worm;V3;Uncontrolled changes to the application software;Real
S168;"The access and exit of employees and visitors to the CIS System are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is overwritten monthly and is not retained";The described scenario presents at least one security threat.;Yes;Log data should never be overwritten and should be retained for at least 5 years;M28;Network worm;V4;Failure to periodically check the procedures installed on the system;Real
S168;"The access and exit of employees and visitors to the CIS System are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is overwritten monthly and is not retained";The described scenario presents at least one security threat.;Yes;Log data should never be overwritten and should be retained for at least 5 years;M28;Network worm;V7;Untested software applications;Real
S168;"The access and exit of employees and visitors to the CIS System are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is overwritten monthly and is not retained";The described scenario presents at least one security threat.;Yes;Log data should never be overwritten and should be retained for at least 5 years;M28;Network worm;V8;Inadequate logical access control;Real
S168;"The access and exit of employees and visitors to the CIS System are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is overwritten monthly and is not retained";The described scenario presents at least one security threat.;Yes;Log data should never be overwritten and should be retained for at least 5 years;M28;Network worm;V9;Non-existent logical access procedures;Real
S168;"The access and exit of employees and visitors to the CIS System are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is overwritten monthly and is not retained";The described scenario presents at least one security threat.;Yes;Log data should never be overwritten and should be retained for at least 5 years;M28;Network worm;V14;Inadequate supervision;Real
S168;"The access and exit of employees and visitors to the CIS System are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is overwritten monthly and is not retained";The described scenario presents at least one security threat.;Yes;Log data should never be overwritten and should be retained for at least 5 years;M28;Network worm;V23;Unauthorized software applications;Real
S169;"At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, it is also verified that the hardware and software configuration of the CIS System corresponds to that approved and that there are no events, deducible from the system logs, that could indicate the emergence of any problems or risks to security. In general: - The CIS Security Officer at the headquarters carries out a periodic check on the accounting records, in particular those relating to unauthorised attempts to gain access to the CIS System or its resources; - The CIS Security Officer at the headquarters carries out periodic checks both to verify the integrity of the mass storage media and the correct configuration and connection of the devices and equipment of the CIS System; - The System Administrator periodically carries out checks on the System HW to verify the integrity of the components. The auditing services, in particular: - allow the analysis of the online records relating to the previous month; - allow the analysis of the records provided by accounting relating to the previous two years. The data to be displayed when a previously defined alarm occurs or during audit analysis are: - User identification/authentication; - Identity of the workstation from which access is made; - Date and time of the event; - Type of event and its outcome";The described scenario presents no known security threats.;No;;;;;;
S170;At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation;The described scenario presents at least one security threat.;Yes;Audits must be conducted on the system and not just on the documentation;M1;Queuing access;V8;Inadequate logical access control;Real
S170;At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation;The described scenario presents at least one security threat.;Yes;Audits must be conducted on the system and not just on the documentation;M5;Trojan Horse Attack;V9;Non-existent logical access procedures;Real
S170;At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation;The described scenario presents at least one security threat.;Yes;Audits must be conducted on the system and not just on the documentation;M5;Trojan Horse Attack;V8;Inadequate logical access control;Real
S170;At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation;The described scenario presents at least one security threat.;Yes;Audits must be conducted on the system and not just on the documentation;M6;Computer virus attack;V9;Non-existent logical access procedures;Real
S170;At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation;The described scenario presents at least one security threat.;Yes;Audits must be conducted on the system and not just on the documentation;M6;Computer virus attack;V8;Inadequate logical access control;Real
S170;At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation;The described scenario presents at least one security threat.;Yes;Audits must be conducted on the system and not just on the documentation;M7;Logic bombs;V9;Non-existent logical access procedures;Real
S170;At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation;The described scenario presents at least one security threat.;Yes;Audits must be conducted on the system and not just on the documentation;M7;Logic bombs;V8;Inadequate logical access control;Real
S170;At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation;The described scenario presents at least one security threat.;Yes;Audits must be conducted on the system and not just on the documentation;M21;Masking;V8;Inadequate logical access control;Real
S170;At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation;The described scenario presents at least one security threat.;Yes;Audits must be conducted on the system and not just on the documentation;M27;Violation of login procedures;V8;Inadequate logical access control;Real
S170;At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation;The described scenario presents at least one security threat.;Yes;Audits must be conducted on the system and not just on the documentation;M28;Network worm;V9;Non-existent logical access procedures;Real
S170;At least once every six months, the consistency of the users registered in the CIS System with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation;The described scenario presents at least one security threat.;Yes;Audits must be conducted on the system and not just on the documentation;M28;Network worm;V8;Inadequate logical access control;Real
S171;At least once every six months the consistency of the users registered in the CIS System is verified;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not clear whether the checks are also conducted on the system or only on the documentation;M1;Queuing access;V8;Inadequate logical access control;Potential
S171;At least once every six months the consistency of the users registered in the CIS System is verified;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not clear whether the checks are also conducted on the system or only on the documentation;M5;Trojan Horse Attack;V9;Non-existent logical access procedures;Potential
S171;At least once every six months the consistency of the users registered in the CIS System is verified;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not clear whether the checks are also conducted on the system or only on the documentation;M5;Trojan Horse Attack;V8;Inadequate logical access control;Potential
S171;At least once every six months the consistency of the users registered in the CIS System is verified;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not clear whether the checks are also conducted on the system or only on the documentation;M6;Computer virus attack;V9;Non-existent logical access procedures;Potential
S171;At least once every six months the consistency of the users registered in the CIS System is verified;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not clear whether the checks are also conducted on the system or only on the documentation;M6;Computer virus attack;V8;Inadequate logical access control;Potential
S171;At least once every six months the consistency of the users registered in the CIS System is verified;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not clear whether the checks are also conducted on the system or only on the documentation;M7;Logic bombs;V9;Non-existent logical access procedures;Potential
S171;At least once every six months the consistency of the users registered in the CIS System is verified;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not clear whether the checks are also conducted on the system or only on the documentation;M7;Logic bombs;V8;Inadequate logical access control;Potential
S171;At least once every six months the consistency of the users registered in the CIS System is verified;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not clear whether the checks are also conducted on the system or only on the documentation;M21;Masking;V8;Inadequate logical access control;Potential
S171;At least once every six months the consistency of the users registered in the CIS System is verified;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not clear whether the checks are also conducted on the system or only on the documentation;M27;Violation of login procedures;V8;Inadequate logical access control;Potential
S171;At least once every six months the consistency of the users registered in the CIS System is verified;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not clear whether the checks are also conducted on the system or only on the documentation;M28;Network worm;V9;Non-existent logical access procedures;Potential
S171;At least once every six months the consistency of the users registered in the CIS System is verified;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not clear whether the checks are also conducted on the system or only on the documentation;M28;Network worm;V8;Inadequate logical access control;Potential
S172;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations.;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not specified what the methods are for protecting storage media.;M5;Trojan Horse Attack;V14;Inadequate supervision;Potential
S172;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations.;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not specified what the methods are for protecting storage media.;M6;Computer virus attack;V14;Inadequate supervision;Potential
S172;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations.;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not specified what the methods are for protecting storage media.;M7;Logic bombs;V14;Inadequate supervision;Potential
S172;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations.;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not specified what the methods are for protecting storage media.;M14;Accidental error;V14;Inadequate supervision;Potential
S172;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations.;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not specified what the methods are for protecting storage media.;M17;Entering false information;V14;Inadequate supervision;Potential
S172;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations.;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not specified what the methods are for protecting storage media.;M20;Service interruption;V14;Inadequate supervision;Potential
S172;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations.;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not specified what the methods are for protecting storage media.;M21;Masking;V14;Inadequate supervision;Potential
S172;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations.;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not specified what the methods are for protecting storage media.;M21;Masking;V25;Insufficient information surveillance;Potential
S172;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations.;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not specified what the methods are for protecting storage media.;M25;Sabotage;V14;Inadequate supervision;Potential
S172;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations.;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not specified what the methods are for protecting storage media.;M26;Unnoticed data theft;V25;Insufficient information surveillance;Potential
S172;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations.;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not specified what the methods are for protecting storage media.;M26;Unnoticed data theft;V14;Inadequate supervision;Potential
S172;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations.;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not specified what the methods are for protecting storage media.;M28;Network worm;V14;Inadequate supervision;Potential
S173;All storage media are properly protected to prevent disclosure of information during maintenance work on the CIS System workstations with at-rest encryption based on certified algorithms.;The described scenario presents no known security threats.;No;;;;;;
S174;The storage media do not have any special protections that prevent the disclosure of information during maintenance work on the CIS System workstations.;The described scenario presents at least one security threat.;Yes;The system is vulnerable to data theft/theft;M26;Unnoticed data theft;V25;Insufficient information surveillance;Real
S175;The System Administrator is informed of any malfunction of all the HW components of the System (PC, server, switch, etc.);The described scenario presents no known security threats.;No;;;;;;
S176;In case of any malfunction of all the HW components of the System (PC, server, switch, etc.) users contact the company in charge of maintenance directly without informing anyone else.;The described scenario presents at least one security threat.;Yes;Only the System Administrator can contact the company in charge of maintenance, informing the CIS Security Officer in advance;M3;Flooding;V12;Untested emergency procedures;Real
S176;In case of any malfunction of all the HW components of the System (PC, server, switch, etc.) users contact the company in charge of maintenance directly without informing anyone else.;The described scenario presents at least one security threat.;Yes;Only the System Administrator can contact the company in charge of maintenance, informing the CIS Security Officer in advance;M8;Lightning strike;V12;Untested emergency procedures;Real
S176;In case of any malfunction of all the HW components of the System (PC, server, switch, etc.) users contact the company in charge of maintenance directly without informing anyone else.;The described scenario presents at least one security threat.;Yes;Only the System Administrator can contact the company in charge of maintenance, informing the CIS Security Officer in advance;M12;Accidental damage to media;V18;Improper manipulation of mass storage devices;Real
S176;In case of any malfunction of all the HW components of the System (PC, server, switch, etc.) users contact the company in charge of maintenance directly without informing anyone else.;The described scenario presents at least one security threat.;Yes;Only the System Administrator can contact the company in charge of maintenance, informing the CIS Security Officer in advance;M13;Destruction of the CED area;V12;Untested emergency procedures;Real
S176;In case of any malfunction of all the HW components of the System (PC, server, switch, etc.) users contact the company in charge of maintenance directly without informing anyone else.;The described scenario presents at least one security threat.;Yes;Only the System Administrator can contact the company in charge of maintenance, informing the CIS Security Officer in advance;M16;Fire;V12;Untested emergency procedures;Real
S176;In case of any malfunction of all the HW components of the System (PC, server, switch, etc.) users contact the company in charge of maintenance directly without informing anyone else.;The described scenario presents at least one security threat.;Yes;Only the System Administrator can contact the company in charge of maintenance, informing the CIS Security Officer in advance;M25;Sabotage;V13;Lack of emergency procedures;Real
S177;The IT system is in primary PC/secondary PC architecture and is composed of two ?All in One? type computers, completed by a connection switch between the two stations and between these and a multifunction printer. All the devices are TEMPEST Class B certified;The described scenario presents no known security threats.;No;;;;;;
S178;The IT system is in primary PC/secondary PC architecture and is composed of two ?All in One? type computers, completed by a connection switch between the two stations and between these and a multifunction printer. Both the PC and the printer are TEMPEST Class B devices;The described scenario presents at least one security threat.;Yes;At least one device does not comply with the required TEMPEST specifications;M18;Interception and espionage;V1;Communication channels not adequately protected;Real
S178;The IT system is in primary PC/secondary PC architecture and is composed of two ?All in One? type computers, completed by a connection switch between the two stations and between these and a multifunction printer. Both the PC and the printer are TEMPEST Class B devices;The described scenario presents at least one security threat.;Yes;At least one device does not comply with the required TEMPEST specifications;M19;Electromagnetic interference;V1;Communication channels not adequately protected;Real
S178;The IT system is in primary PC/secondary PC architecture and is composed of two ?All in One? type computers, completed by a connection switch between the two stations and between these and a multifunction printer. Both the PC and the printer are TEMPEST Class B devices;The described scenario presents at least one security threat.;Yes;At least one device does not comply with the required TEMPEST specifications;M19;Electromagnetic interference;V30;Electromagnetic emanations;Real
S178;The IT system is in primary PC/secondary PC architecture and is composed of two ?All in One? type computers, completed by a connection switch between the two stations and between these and a multifunction printer. Both the PC and the printer are TEMPEST Class B devices;The described scenario presents at least one security threat.;Yes;At least one device does not comply with the required TEMPEST specifications;M24;Playback Retransmission;V1;Communication channels not adequately protected;Real
S179;Software updates concern only the antivirus, and are done online.;The described scenario presents at least one security threat.;Yes;Updates must concern all security and critical components of the system and can only be performed through specific off-line procedures.;M14;Accidental error;V6;Insufficient error detection;Real
S179;Software updates concern only the antivirus, and are done online.;The described scenario presents at least one security threat.;Yes;Updates must concern all security and critical components of the system and can only be performed through specific off-line procedures.;M14;Accidental error;V11;Errors in programs;Real
S179;Software updates concern only the antivirus, and are done online.;The described scenario presents at least one security threat.;Yes;Updates must concern all security and critical components of the system and can only be performed through specific off-line procedures.;M18;Interception and espionage;V1;Communication channels not adequately protected;Real
S179;Software updates concern only the antivirus, and are done online.;The described scenario presents at least one security threat.;Yes;Updates must concern all security and critical components of the system and can only be performed through specific off-line procedures.;M19;Electromagnetic interference;V1;Communication channels not adequately protected;Real
S179;Software updates concern only the antivirus, and are done online.;The described scenario presents at least one security threat.;Yes;Updates must concern all security and critical components of the system and can only be performed through specific off-line procedures.;M22;Hidden access doors;V5;"Exploiting operating system ""holes""";Real
S179;Software updates concern only the antivirus, and are done online.;The described scenario presents at least one security threat.;Yes;Updates must concern all security and critical components of the system and can only be performed through specific off-line procedures.;M23;Unconditional access procedure;V5;"Exploiting operating system ""holes""";Real
S179;Software updates concern only the antivirus, and are done online.;The described scenario presents at least one security threat.;Yes;Updates must concern all security and critical components of the system and can only be performed through specific off-line procedures.;M24;Playback Retransmission;V1;Communication channels not adequately protected;Real
S179;Software updates concern only the antivirus, and are done online.;The described scenario presents at least one security threat.;Yes;Updates must concern all security and critical components of the system and can only be performed through specific off-line procedures.;M27;Violation of login procedures;V5;"Exploiting operating system ""holes""";Real
S180;Software updates concern only the antivirus, and are performed offline.;The described scenario presents at least one security threat.;Yes;Updates must cover all security and critical system components.;M14;Accidental error;V6;Insufficient error detection;Real
S180;Software updates concern only the antivirus, and are performed offline.;The described scenario presents at least one security threat.;Yes;Updates must cover all security and critical system components.;M14;Accidental error;V11;Errors in programs;Real
S180;Software updates concern only the antivirus, and are performed offline.;The described scenario presents at least one security threat.;Yes;Updates must cover all security and critical system components.;M22;Hidden access doors;V5;"Exploiting operating system ""holes""";Real
S180;Software updates concern only the antivirus, and are performed offline.;The described scenario presents at least one security threat.;Yes;Updates must cover all security and critical system components.;M23;Unconditional access procedure;V5;"Exploiting operating system ""holes""";Real
S180;Software updates concern only the antivirus, and are performed offline.;The described scenario presents at least one security threat.;Yes;Updates must cover all security and critical system components.;M27;Violation of login procedures;V5;"Exploiting operating system ""holes""";Real
S181;Software updates concern both the operating system and the applications (for both only for critical and security components and not for new features) and the antivirus, and are carried out in offline mode.;The described scenario presents no known security threats.;No;;;;;;
S182;The responsibility of the security organization is to verify that the CIS System maintains its security features over time, possibly adapting the system itself to new emerging threats and vulnerabilities, subject to approval of the changes by DIS-UCSe according to the National Certification Scheme;The described scenario presents no known security threats.;No;;;;;;
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;The described scenario presents at least one security threat.;Yes;It is mandatory to verify that the security measures implemented in the CIS System maintain their effectiveness over time;M4;Asynchronous attack;V4;Failure to periodically check the procedures installed on the system;Real
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;The described scenario presents at least one security threat.;Yes;It is mandatory to verify that the security measures implemented in the CIS System maintain their effectiveness over time;M5;Trojan Horse Attack;V4;Failure to periodically check the procedures installed on the system;Real
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;The described scenario presents at least one security threat.;Yes;It is mandatory to verify that the security measures implemented in the CIS System maintain their effectiveness over time;M6;Computer virus attack;V4;Failure to periodically check the procedures installed on the system;Real
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;The described scenario presents at least one security threat.;Yes;It is mandatory to verify that the security measures implemented in the CIS System maintain their effectiveness over time;M7;Logic bombs;V4;Failure to periodically check the procedures installed on the system;Real
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;The described scenario presents at least one security threat.;Yes;It is mandatory to verify that the security measures implemented in the CIS System maintain their effectiveness over time;M10;Covert storage channel;V4;Failure to periodically check the procedures installed on the system;Real
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;The described scenario presents at least one security threat.;Yes;It is mandatory to verify that the security measures implemented in the CIS System maintain their effectiveness over time;M11;Covert timing channel;V4;Failure to periodically check the procedures installed on the system;Real
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;The described scenario presents at least one security threat.;Yes;It is mandatory to verify that the security measures implemented in the CIS System maintain their effectiveness over time;M26;Unnoticed data theft;V4;Failure to periodically check the procedures installed on the system;Real
S183;The security organization's responsibility is to verify that the CIS System maintains its functionality characteristics over time, regardless of the effectiveness of its security features.;The described scenario presents at least one security threat.;Yes;It is mandatory to verify that the security measures implemented in the CIS System maintain their effectiveness over time;M28;Network worm;V4;Failure to periodically check the procedures installed on the system;Real
S184;All vehicles and people, entering and leaving the premises, are subject to checks by security personnel. Furthermore, security personnel have the legal authority to subject all people and vehicles circulating within the premises to checks.;The described scenario presents no known security threats.;No;;;;;;
S185;There is freedom of access and exit from the premises by vehicles and people. Furthermore, people can oppose any requests for control both for themselves and for the vehicle used to access the premises;The described scenario presents at least one security threat.;Yes;The security measures for access to the premises are not suitable;M15;Physical theft of media;V32;Inadequate access control to the CED area;Real
S185;There is freedom of access and exit from the premises by vehicles and people. Furthermore, people can oppose any requests for control both for themselves and for the vehicle used to access the premises;The described scenario presents at least one security threat.;Yes;The security measures for access to the premises are not suitable;M25;Sabotage;V32;Inadequate access control to the CED area;Real
S185;There is freedom of access and exit from the premises by vehicles and people. Furthermore, people can oppose any requests for control both for themselves and for the vehicle used to access the premises;The described scenario presents at least one security threat.;Yes;The security measures for access to the premises are not suitable;M25;Sabotage;V33;Lack of access control to the CED area;Real
S186;Since the maximum classification level of the information processed is CONFIDENTIAL, pursuant to the PCM-ANS Directive 5/2006 of 3 February 2006, containing Provisions on the Security of Systems for the Automatic Processing of Classified Data, in particular with regard to Annex C (?Documentation for small and medium-sized systems in local networks?) and Annex E (?Documentation for software development systems installed in reserved EAD areas?), and having regard to the Prime Ministerial Decree of 6 November 2015 no. 5, integrated with the amendments of the Prime Ministerial Decree of 2 October 2017 no. 3, which contains the ?Provisions for the administrative protection of State secrets and classified information?, it is not necessary to adopt TEMPEST protection measures for the equipment and communication networks used in the CIS system in question.;The described scenario presents no known security threats.;No;;;;;;
S187;The maximum classification level of the information processed is SECRET but it is not considered necessary to adopt TEMPEST protection measures for the equipment and communication networks used in the CIS system in question.;The described scenario presents at least one security threat.;Yes;The possibility of not adopting TEMPEST safety measures can only be assessed following the implementation of a TEMPEST Zoning;M18;Interception and espionage;V1;Communication channels not adequately protected;Real
S187;The maximum classification level of the information processed is SECRET but it is not considered necessary to adopt TEMPEST protection measures for the equipment and communication networks used in the CIS system in question.;The described scenario presents at least one security threat.;Yes;The possibility of not adopting TEMPEST safety measures can only be assessed following the implementation of a TEMPEST Zoning;M19;Electromagnetic interference;V1;Communication channels not adequately protected;Real
S187;The maximum classification level of the information processed is SECRET but it is not considered necessary to adopt TEMPEST protection measures for the equipment and communication networks used in the CIS system in question.;The described scenario presents at least one security threat.;Yes;The possibility of not adopting TEMPEST safety measures can only be assessed following the implementation of a TEMPEST Zoning;M19;Electromagnetic interference;V30;Electromagnetic emanations;Real
S187;The maximum classification level of the information processed is SECRET but it is not considered necessary to adopt TEMPEST protection measures for the equipment and communication networks used in the CIS system in question.;The described scenario presents at least one security threat.;Yes;The possibility of not adopting TEMPEST safety measures can only be assessed following the implementation of a TEMPEST Zoning;M24;Playback Retransmission;V1;Communication channels not adequately protected;Real
S188;The communication channels between the servers and between these and the clients are protected via VPN, both for connections via LAN and via WAN, and the system that creates said VPN has been approved by the competent Authority for the processing of data up to the National CONFIDENTIAL level.;The described scenario presents no known security threats.;No;;;;;;
S189;The communication channels between the servers and between them and the clients are protected via VPN generated by a third-party cloud service.;The described scenario presents at least one security threat.;Yes;It is not possible to use cloud services for CIS Systems as Internet connection is prohibited;M18;Interception and espionage;V1;Communication channels not adequately protected;Real
S189;The communication channels between the servers and between them and the clients are protected via VPN generated by a third-party cloud service.;The described scenario presents at least one security threat.;Yes;It is not possible to use cloud services for CIS Systems as Internet connection is prohibited;M19;Electromagnetic interference;V1;Communication channels not adequately protected;Real
S189;The communication channels between the servers and between them and the clients are protected via VPN generated by a third-party cloud service.;The described scenario presents at least one security threat.;Yes;It is not possible to use cloud services for CIS Systems as Internet connection is prohibited;M24;Playback Retransmission;V1;Communication channels not adequately protected;Real
S190;The server components of the CIS System are installed separately from servers of other systems, in special lockable racks, within a controlled area.;The described scenario presents no known security threats.;No;;;;;;
S191;The server components of the CIS System are installed in the company's data processing center, together with the other data processing systems.;The described scenario presents at least one security threat.;Yes;The components of a CIS System must be installed in specific approved reserved areas;M15;Physical theft of media;V32;Inadequate access control to the CED area;Real
